V0,V1
G78,ideal
H78,cáncer
I78,textos
J78,hambre
K78,solidaridad
L78,vicente
M78,continuar
N78,porcentaje
O78,artes
P78,vienen
Q78,iii
R78,villa
S78,ah
T78,nicaragua
U78,hacían
V78,lector
W78,estructuras
X78,venir
Y78,castillo
Z78,opción
A79,comentó
B79,sindicatos
C79,ganó
D79,amenaza
E79,representante
F79,comerciales
G79,puedes
H79,planeta
I79,perdió
J79,beneficio
K79,miami
L79,buscando
M79,sentimientos
N79,comprar
O79,quedar
P79,accidente
Q79,ventaja
R79,impuesto
S79,dejando
T79,distinto
U79,tía
V79,semejante
W79,españolas
X79,occidental
Y79,capaces
Z79,científica
A80,tengan
B80,ruido
C80,individuos
D80,víctima
E80,vestido
F80,comunista
G80,moda
H80,títulos
I80,diagnóstico
J80,experiencias
K80,espejo
L80,puente
M80,ingreso
N80,sueños
O80,vehículo
P80,convierte
Q80,viejos
R80,empezar
S80,profesores
T80,pasión
U80,basta
V80,democrático
W80,sintió
X80,dijeron
Y80,comunes
Z80,sentimiento
A81,sentencia
B81,estatal
C81,madrugada
D81,moderna
E81,impacto
F81,complejo
G81,denuncia
H81,toro
I81,víctor
J81,tabla
K81,delito
L81,ventas
M81,dominio
N81,entidades
O81,superiores
P81,candidatos
Q81,gloria
R81,índice
S81,indios
T81,raíz
U81,john
V81,xix
W81,recordó
X81,absoluto
Y81,agricultura
Z81,marcos
A82,composición
B82,cuándo
C82,joaquín
D82,terminó
E82,fueran
F82,asistencia
G82,explicación
H82,torres
I82,lógica
J82,triste
K82,avión
L82,enfermo
M82,cuyas
N82,excepción
O82,habló
P82,placer
Q82,humor
R82,mecanismos
S82,cerebro
T82,caliente
U82,excelente
V82,darse
W82,conocimientos
X82,príncipe
Y82,religión
Z82,ganas
A83,críticas
B83,profunda
C83,manifestaciones
D83,dosis
E83,baño
F83,paro
G83,profundo
H83,conceptos
I83,depresión
J83,altas
K83,pared
L83,liberación
M83,estrella
N83,duración
O83,perro
P83,intentar
Q83,aumentar
R83,asesinato
S83,órdenes
T83,ignacio
U83,roja
V83,permiten
W83,despacho
X83,añade
Y83,poca
Z83,recibe
A84,muchacho
B84,considerado
C84,conversaciones
D84,tendrán
E84,definición
F84,viven
G84,consideran
H84,restos
I84,tomado
J84,estadio
K84,actores
L84,debió
M84,conviene
N84,errores
O84,negros
P84,humanidad
Q84,individual
R84,hogar
S84,conocida
T84,acontecimientos
U84,minuto
V84,millón
W84,pantalla
X84,estadounidense
Y84,progreso
Z84,inició
A85,pieza
B85,firme
C85,fundamentales
D85,olor
E85,gracia
F85,autonomía
G85,esencial
H85,exige
I85,viva
J85,norteamericana
K85,nacimiento
L85,polvo
M85,castilla
N85,fundamentalmente
O85,impuestos
P85,implica
Q85,utiliza
R85,totalidad
S85,discusión
T85,italiano
U85,postura
V85,clientes
W85,luces
X85,encontramos
Y85,liberal
Z85,interno
A86,dientes
B86,sesenta
C86,exactamente
D86,compañero
E86,cuento
F86,virus
G86,tareas
H86,evaluación
I86,máquina
J86,funcionario
K86,señalar
L86,residencia
M86,absolutamente
N86,dolores
O86,nació
P86,sebastián
Q86,ánimo
R86,caminos
S86,torneo
T86,acabar
U86,gol
V86,fracaso
W86,recorrido
X86,contiene
Y86,eficacia
Z86,policías
A87,suárez
B87,inglaterra
C87,concreto
D87,determinar
E87,haberse
F87,reglas
G87,clinton
H87,ríos
I87,redacción
J87,localidad
K87,escuelas
L87,distinta
M87,seguida
N87,paisaje
O87,comprobar
P87,numerosas
Q87,creciente
R87,hernández
S87,serían
T87,césar
U87,crimen
V87,conocía
W87,pintor
X87,suya
Y87,definitivamente
Z87,propiedades
A88,cierre
B88,jueces
C88,ofrecer
D88,estaría
E88,frontera
F88,virgen
G88,clasificación
H88,municipales
I88,marina
J88,abuela
K88,componentes
L88,adecuada
M88,resultó
N88,esperando
O88,oscuro
P88,parecido
Q88,detenido
R88,gasto
S88,malo
T88,pura
U88,investigadores
V88,cargos
W88,cayó
X88,pasaba
Y88,abandonar
Z88,sierra
A89,lima
B89,apareció
C89,secretaría
D89,pausa
E89,prácticas
F89,cortés
G89,siguiendo
H89,conclusión
I89,habana
J89,convirtió
K89,hipótesis
L89,editorial
M89,petróleo
N89,estén
O89,playa
P89,invierno
Q89,convenio
R89,infantil
S89,extensión
T89,horno
U89,límite
V89,elegido
W89,concurso
X89,japón
Y89,probable
Z89,observar
A90,déficit
B90,reconoce
C90,anual
D90,trabajando
E90,responde
F90,tren
G90,presidencial
H90,vías
I90,interesa
J90,supremo
K90,enemigo
L90,respectivamente
M90,dificultad
N90,similares
O90,entiende
P90,morales
Q90,alimentación
R90,norma
S90,mental
T90,soluciones
U90,adecuado
V90,cuánto
W90,santos
X90,amistad
Y90,derrota
Z90,consiguió
A91,positivo
B91,compañías
C91,ejecución
D91,expresó
E91,embajador
F91,tomás
G91,dulce
H91,promedio
I91,letras
J91,cuesta
K91,academia
L91,mando
M91,costumbre
N91,colectivo
O91,piedras
P91,rasgos
Q91,industriales
R91,mía
S91,protesta
T91,viajes
U91,chica
V91,periódicos
W91,moneda
X91,órganos
Y91,comunicado
Z91,mantenimiento
A92,geografía
B92,manejo
C92,fría
D92,patrimonio
E92,exclusivamente
F92,antiguos
G92,universidades
H92,frecuente
I92,oficio
J92,ayudar
K92,pedido
L92,superar
M92,auto
N92,relato
O92,unido
P92,sentado
Q92,quisiera
R92,detalle
S92,quedaron
T92,obligado
U92,libres
V92,panamá
W92,acabó
X92,aeropuerto
Y92,pobreza
Z92,reflexión
A93,cumbre
B93,imaginación
C93,cubano
D93,solar
E93,costo
F93,hubieran
G93,tesis
H93,catalán
I93,armadas
J93,hice
K93,oír
L93,dada
M93,estabilidad
N93,vaso
O93,mecanismo
P93,escribe
Q93,aprender
R93,cambiado
S93,bilbao
T93,naturalmente
U93,comandante
V93,potencia
W93,toros
X93,puro
Y93,elegir
Z93,facultad
A94,ocupa
B94,patio
C94,recuperar
D94,corta
E94,pase
F94,necesarios
G94,responder
H94,reuniones
I94,daño
J94,trabaja
K94,promoción
L94,ingredientes
M94,descubrir
N94,viviendas
O94,señal
P94,clínica
Q94,tradicionales
R94,loco
S94,paseo
T94,arena
U94,consideración
V94,deberán
W94,esquema
X94,creado
Y94,utilizado
Z94,establecido
A95,concierto
B95,manifestación
C95,enfermos
D95,rechazo
E95,salido
F95,dejan
G95,israel
H95,consciente
I95,propone
J95,manifiesto
K95,publicado
L95,ejemplos
M95,llamaba
N95,barco
O95,usar
P95,signo
Q95,afecta
R95,árbol
S95,riqueza
T95,difusión
U95,quiera
V95,disciplina
W95,vemos
X95,felicidad
Y95,mejora
Z95,dirige
A96,correr
B96,dimensión
C96,oscar
D96,petición
E96,transformación
F96,notable
G96,pista
H96,andalucía
I96,marta
J96,realizada
K96,aplicar
L96,cena
M96,eléctrica
N96,enviado
O96,modos
P96,fortuna
Q96,conflictos
R96,infancia
S96,permitió
T96,campesinos
U96,tercero
V96,desea
W96,sida
X96,obligación
Y96,oriente
Z96,colección
A97,eficaz
B97,exceso
C97,evidencia
D97,poderes
E97,demostrar
F97,muestran
G97,protagonista
H97,alcanza
I97,recuerdos
J97,montaña
K97,dictadura
L97,observa
M97,indígenas
N97,pasan
O97,ortega
P97,claridad
Q97,estuviera
R97,consulta
S97,financiero
T97,inflación
U97,senado
V97,tropas
W97,mexicana
X97,correspondientes
Y97,levantó
Z97,vuelo
A98,imperio
B98,gana
C98,agente
D98,respuestas
E98,civiles
F98,pierde
G98,moderno
H98,homenaje
I98,establecimiento
J98,crea
K98,fiestas
L98,números
M98,controlar
N98,tratando
O98,intenta
P98,circulación
Q98,reserva
R98,silla
S98,franceses
T98,expresa
U98,escribió
V98,virtud
W98,satisfacción
X98,huevos
Y98,vos
Z98,descenso
A99,terrorismo
B99,ecuador
C99,chico
D99,segura
E99,contó
F99,líderes
G99,lentamente
H99,historias
I99,galicia
J99,acompañado
K99,décadas
L99,reconoció
M99,hago
N99,apartado
O99,feria
P99,rueda
Q99,usuarios
R99,útil
S99,emilio
T99,cumplimiento
U99,transición
V99,campeón
W99,xx
X99,verse
Y99,anteriormente
Z99,defender
A100,cuáles
B100,hecha
C100,remedio
D100,ponen
E100,debo
F100,procedimientos
G100,gritos
H100,círculo
I100,norteamericanos
J100,rojas
K100,dirigido
L100,delitos
M100,avenida
N100,alonso
O100,obtuvo
P100,matar
Q100,cortes
R100,grados
S100,previamente
T100,publicación
U100,aprendizaje
V100,motor
W100,crítico
X100,señores
Y100,muchacha
Z100,rumbo
A101,trato
B101,arquitectura
C101,querer
D101,encargado
E101,pensé
F101,distrito
G101,rápida
H101,ay
I101,campeonato
J101,gabriel
K101,maestros
L101,reformas
M101,explotación
N101,católica
O101,contenidos
P101,sustancias
Q101,regresar
R101,formado
S101,creía
T101,juzgado
U101,bolivia
V101,famoso
W101,avance
X101,particulares
Y101,usa
Z101,cerrar
A102,aprobación
B102,llamadas
C102,termina
D102,borde
E102,fenómenos
F102,of
G102,metro
H102,corrientes
I102,dedicado
J102,zaragoza
K102,creen
L102,continente
M102,ventajas
N102,clásico
O102,orquesta
P102,oye
Q102,analizar
R102,ernesto
S102,cuentan
T102,diarios
U102,dueño
V102,actitudes
W102,bajar
X102,telefónica
Y102,rusia
Z102,coalición
A103,gustaría
B103,cerrado
C103,descubierto
D103,urbano
E103,atentado
F103,deportivo
G103,viendo
H103,órgano
I103,asociaciones
J103,instalación
K103,hombros
L103,introducción
M103,demostrado
N103,determinados
O103,mostrar
P103,atmósfera
Q103,gentes
R103,moreno
S103,sabido
T103,diga
U103,vender
V103,dejaba
W103,polémica
X103,guillermo
Y103,vacaciones
Z103,vidas
A104,mediados
B104,subir
C104,iniciar
D104,droga
E104,iv
F104,asegurar
G104,entusiasmo
H104,prestigio
I104,centrales
J104,edificios
K104,contestó
L104,extraña
M104,signos
N104,cristo
O104,permitir
P104,sensibilidad
Q104,lógico
R104,terminado
S104,bar
T104,comenzaron
U104,ciudadano
V104,actuaciones
W104,particularmente
X104,especialistas
Y104,canciones
Z104,golpes
A105,pertenece
B105,legislación
C105,delegación
D105,anoche
E105,dignidad
F105,armada
G105,unidas
H105,citado
I105,conveniente
J105,empresario
K105,llaman
L105,presos
M105,expansión
N105,radical
O105,advirtió
P105,tomando
Q105,comenzar
R105,conforme
S105,detenidos
T105,deseos
U105,impulso
V105,dispone
W105,necesarias
X105,esquina
Y105,productores
Z105,ponerse
A106,destaca
B106,mantuvo
C106,cola
D106,tuviera
E106,inmediata
F106,mexicanos
G106,socios
H106,bajas
I106,informes
J106,romero
K106,jefes
L106,argumento
M106,cultivo
N106,vivía
O106,opiniones
P106,reloj
Q106,in
R106,habido
S106,riesgos
T106,meta
U106,gonzalo
V106,laboratorio
W106,comunicaciones
X106,medias
Y106,elena
Z106,escolar
A107,danza
B107,terrible
C107,notas
D107,entero
E107,suave
F107,alejandro
G107,activa
H107,dirigida
I107,eje
J107,variedad
K107,fácilmente
L107,canción
M107,cantidades
N107,orientación
O107,fotos
P107,definir
Q107,masas
R107,tabaco
S107,aventura
T107,próximas
U107,pude
V107,llegaba
W107,conocidos
X107,raíces
Y107,gravedad
Z107,blancos
A108,gabinete
B108,alfredo
C108,municipio
D108,arroz
E108,potencial
F108,islas
G108,goles
H108,oportunidades
I108,estuvieron
J108,caballero
K108,colocar
L108,comentarios
M108,profundidad
N108,comprensión
O108,panorama
P108,otan
Q108,revolucionario
R108,síntesis
S108,seno
T108,anda
U108,dependencia
V108,primavera
W108,aumenta
X108,manifiesta
Y108,fruto
Z108,brillante
A109,sindicato
B109,fechas
C109,torre
D109,oscuridad
E109,anuncio
F109,intelectuales
G109,ampliación
H109,conservación
I109,inicia
J109,alcanzó
K109,teniente
L109,demuestra
M109,salas
N109,vital
O109,pudieron
P109,carreras
Q109,sabor
R109,combate
S109,efectivamente
T109,lágrimas
U109,disminución
V109,plantea
W109,provincial
X109,miraba
Y109,caracas
Z109,situado
A110,caballos
B110,proteínas
C110,biblioteca
D110,recientes
E110,afuera
F110,jiménez
G110,tasas
H110,levanta
I110,cuarta
J110,taza
K110,conclusiones
L110,necesitan
M110,negativa
N110,dieta
O110,alcanzado
P110,andar
Q110,destacó
R110,pilar
S110,flor
T110,suficientes
U110,existentes
V110,utilizan
W110,ceremonia
X110,ése
Y110,abogados
Z110,mantienen
A111,castellano
B111,vivido
C111,representan
D111,cámaras
E111,aparecer
F111,dioses
G111,programación
H111,bogotá
I111,médica
J111,opciones
K111,permiso
L111,verdes
M111,mensajes
N111,participantes
O111,sacó
P111,profesión
Q111,senador
R111,alvarez
S111,convocatoria
T111,largas
U111,afirmar
V111,arma
W111,americano
X111,provincias
Y111,cuantos
Z111,proporción
A112,rival
B112,angustia
C112,escasa
D112,largos
E112,granada
F112,destrucción
G112,europeas
H112,podríamos
I112,celebración
J112,traje
K112,parecían
L112,jurídico
M112,techo
N112,elevado
O112,financiera
P112,jean
Q112,utilizando
R112,cubrir
S112,descanso
T112,percepción
U112,iu
V112,bosque
W112,continuidad
X112,británico
Y112,financiación
Z112,bienestar
A113,afectados
B113,consejero
C113,dé
D113,diría
E113,descubrimiento
F113,escándalo
G113,estancia
H113,seguros
I113,argumentos
J113,espero
K113,deportes
L113,informa
M113,preparado
N113,negó
O113,añadir
P113,corona
Q113,cabezas
R113,cadáver
S113,iguales
T113,pendiente
U113,relacionados
V113,abuelo
W113,decirle
X113,normalmente
Y113,oficinas
Z113,revisión
A114,frecuentes
B114,institucional
C114,cae
D114,previa
E114,ricos
F114,símbolo
G114,sostiene
H114,capa
I114,temporal
J114,vigilancia
K114,mínima
L114,columna
M114,ves
N114,ofrecen
O114,acababa
P114,determinada
Q114,ciu
R114,salsa
S114,ruta
T114,cursos
U114,huesos
V114,permitido
W114,difíciles
X114,amiga
Y114,observación
Z114,escritores
A115,asumir
B115,sufrido
C115,setenta
D115,dejaron
E115,guía
F115,haría
G115,nervioso
H115,vivos
I115,dimensiones
J115,atender
K115,contratos
L115,fidel
M115,bandera
N115,quedarse
O115,regular
P115,india
Q115,presupuestos
R115,rendimiento
S115,igualdad
T115,tocar
U115,jurídica
V115,confusión
W115,sufrir
X115,descripción
Y115,ilusión
Z115,bajos
A116,actriz
B116,perfil
C116,malos
D116,consideró
E116,posiblemente
F116,tiro
G116,colonia
H116,premios
I116,espectadores
J116,banesto
K116,dedo
L116,determinadas
M116,humo
N116,sujetos
O116,oeste
P116,espaldas
Q116,gira
R116,hoja
S116,integrantes
T116,rural
U116,nariz
V116,esencia
W116,cura
X116,reducido
Y116,perfecto
Z116,intentó
A117,gustavo
B117,básicos
C117,enemigos
D117,muestras
E117,insistió
F117,letra
G117,pescado
H117,automóvil
I117,testigos
J117,toneladas
K117,fama
L117,impedir
M117,eliminar
N117,facilidad
O117,templo
P117,reservas
Q117,iglesias
R117,privadas
S117,logra
T117,necesariamente
U117,ofreció
V117,ue
W117,electorales
X117,existir
Y117,ópera
Z117,emoción
A118,testigo
B118,maneras
C118,dato
D118,ácido
E118,banca
F118,formal
G118,canto
H118,identificación
I118,directiva
J118,relativamente
K118,preparar
L118,blancas
M118,destacar
N118,julián
O118,núcleo
P118,frases
Q118,hiciera
R118,sencillo
S118,colectiva
T118,femenino
U118,cristal
V118,seco
W118,débil
X118,cebolla
Y118,federico
Z118,consigue
A119,religiosa
B119,pérdidas
C119,realizan
D119,plato
E119,curiosidad
F119,instancia
G119,monte
H119,ética
I119,química
J119,hablado
K119,permita
L119,merece
M119,salen
N119,pujol
O119,cientos
P119,desarrollado
Q119,dr
R119,daños
S119,romper
T119,alternativas
U119,mediodía
V119,externa
W119,galería
X119,fotografías
Y119,hablan
Z119,legales
A120,desarrolla
B120,habíamos
C120,salto
D120,art
E120,gutiérrez
F120,portugal
G120,moscú
H120,perros
I120,plazas
J120,responsabilidades
K120,gil
L120,ataques
M120,positiva
N120,tranquilo
O120,toca
P120,costumbres
Q120,adultos
R120,aparentemente
S120,obispo
T120,acusado
U120,incluyendo
V120,odio
W120,contactos
X120,bomba
Y120,reacciones
Z120,vueltas
A121,estábamos
B121,desaparición
C121,rincón
D121,gris
E121,hacemos
F121,mercedes
G121,intercambio
H121,créditos
I121,característica
J121,heridos
K121,comunistas
L121,deberían
M121,dirigió
N121,sentirse
O121,harina
P121,dinámica
Q121,garantizar
R121,tarjeta
S121,consenso
T121,financieros
U121,llamados
V121,consiguiente
W121,secretos
X121,debían
Y121,dispuestos
Z121,pensado
A122,surge
B122,pepe
C122,existía
D122,espectador
E122,precisa
F122,jurado
G122,agencias
H122,convencido
I122,fiscales
J122,córdoba
K122,oreja
L122,alemana
M122,chicos
N122,ochenta
O122,botella
P122,femenina
Q122,examen
R122,ambiental
S122,pri
T122,pasaron
U122,contaba
V122,barrios
W122,llevaron
X122,policial
Y122,invitados
Z122,entrenador
A123,risa
B123,circunstancia
C123,tendencias
D123,etapas
E123,roca
F123,comparación
G123,provoca
H123,vieron
I123,muñoz
J123,autónoma
K123,prevención
L123,dama
M123,líquido
N123,estarán
O123,xviii
P123,decidir
Q123,tribunales
R123,calma
S123,suficientemente
T123,comentario
U123,tv
V123,garantía
W123,protagonistas
X123,mandato
Y123,temprano
Z123,artística
A124,obreros
B124,quinto
C124,imprescindible
D124,retrato
E124,cero
F124,ésa
G124,desaparecido
H124,soviética
I124,temperaturas
J124,baile
K124,curioso
L124,fronteras
M124,ensayo
N124,desconocido
O124,dichos
P124,queso
Q124,vecino
R124,empresarial
S124,mueve
T124,sanidad
U124,medicamentos
V124,organizado
W124,izquierdo
X124,conozco
Y124,lujo
Z124,terroristas
A125,euros
B125,americana
C125,ayudas
D125,coste
E125,rosario
F125,ap
G125,enseguida
H125,lectores
I125,emergencia
J125,clásica
K125,reglamento
L125,dará
M125,sindical
N125,raro
O125,alimento
P125,poblaciones
Q125,ronda
R125,horizonte
S125,trastornos
T125,kilos
U125,necesitaba
V125,obliga
W125,nuclear
X125,rigor
Y125,correo
Z125,estética
A126,zapatos
B126,ponía
C126,intensa
D126,bloque
E126,sombras
F126,transmisión
G126,consigo
H126,misterio
I126,gustaba
J126,cerró
K126,inútil
L126,palma
M126,turno
N126,aviones
O126,uruguay
P126,expectativas
Q126,comisiones
R126,imaginar
S126,grito
T126,idioma
U126,obtenido
V126,realizadas
W126,privados
X126,antecedentes
Y126,cumple
Z126,provocar
A127,nicolás
B127,síndrome
C127,llorar
D127,mariano
E127,lorenzo
F127,deber
G127,ramas
H127,planificación
I127,revistas
J127,tienda
K127,embajada
L127,lento
M127,recoge
N127,separación
O127,resumen
P127,beber
Q127,coches
R127,actúa
S127,terrenos
T127,sentí
U127,canales
V127,caminar
W127,firmado
X127,salía
Y127,verdaderamente
Z127,coordinación
A128,cantante
B128,contigo
C128,precisión
D128,caído
E128,cercano
F128,huevo
G128,multitud
H128,exigencias
I128,sufrió
J128,corre
K128,sucedido
L128,testimonio
M128,apariencia
N128,juega
O128,estima
P128,onu
Q128,infraestructura
R128,posesión
S128,trató
T128,orgullo
U128,previo
V128,vigor
W128,conocen
X128,informaciones
Y128,madres
Z128,redes
A129,contaminación
B129,adquirir
C129,sirven
D129,venga
E129,favorable
F129,primaria
G129,salinas
H129,renuncia
I129,accidentes
J129,tránsito
K129,heridas
L129,comprende
M129,cliente
N129,confirmó
O129,individuales
P129,acá
Q129,ordenó
R129,solicitud
S129,tragedia
T129,levantar
U129,comando
V129,oriental
W129,procedentes
X129,detuvo
Y129,hagan
Z129,trayectoria
A130,socialismo
B130,religioso
C130,bella
D130,emisión
E130,humanas
F130,presiones
